CNPJ,REGISTRO_OPERADORA,Modalidade,UF,StatusCadastro
83311050000117,332755,Cooperativa Médica,PA,Cancelado
1182248000183,344583,Cooperativa odontológica,MG,Cancelado
19891852000144,363944,Cooperativa Médica,MG,Cancelado
19443985000158,358100,Autogestão,MG,Cancelado
60398989000165,350761,Autogestão,SP,Cancelado
2489022000192,348929,Autogestão,SP,Cancelado
73847253001060,404004,Autogestão,BA,Cancelado
839627000130,303097,Autogestão,SP,Cancelado
57014862000190,353345,Autogestão,SP,Cancelado
28954717000191,337404,Autogestão,RJ,Cancelado
73267999000103,402257,Odontologia de Grupo,SP,Cancelado
1444998000186,318744,Odontologia de Grupo,PR,Cancelado
18032250000179,382213,Autogestão,MG,Cancelado
57290355000180,315354,Autogestão,SP,Cancelado
2290521000156,40140,Odontologia de Grupo,CE,Cancelado
105388000195,304018,Medicina de Grupo,CE,Cancelado
36517218000165,422495,Medicina de Grupo,MA,Cancelado
1941126000123,405311,Odontologia de Grupo,SP,Cancelado
3218890000109,40570,Odontologia de Grupo,SP,Cancelado
2398666000175,406830,Odontologia de Grupo,PR,Cancelado
76026699000120,405248,Odontologia de Grupo,PR,Cancelado
2877955000157,351091,Medicina de Grupo,CE,Cancelado
76629252000146,364371,Autogestão,PR,Cancelado
17213901000164,306991,Autogestão,MG,Cancelado
27820000000194,379379,Autogestão,SP,Cancelado
43302025000233,34803,Autogestão,MG,Cancelado
11722691000153,321699,Autogestão,PE,Cancelado
78071602000127,31193,Autogestão,PR,Cancelado
81917817000120,30833,Autogestão,PR,Cancelado
19740471000164,367877,Autogestão,MG,Cancelado
42286245000177,315095,Autogestão,SC,Cancelado
41343187000103,356573,Medicina de Grupo,CE,Cancelado
76693761000138,362590,Autogestão,PR,Cancelado
419499000176,378780,Autogestão,SP,Cancelado
59995621000103,303151,Autogestão,SP,Cancelado
17989187000109,302881,Filantropia,MG,Cancelado
78242559000115,304913,Autogestão,PR,Cancelado
27836329000143,311499,Filantropia,ES,Cancelado
66227489000147,400521,Medicina de Grupo,MG,Cancelado
83477901000104,338273,Autogestão,SC,Cancelado
1204105000125,369012,Autogestão,RS,Cancelado
6676977000100,390372,Autogestão,MA,Cancelado
469585000193,309362,Autogestão,DF,Cancelado
2291134000134,384828,Medicina de Grupo,PB,Cancelado
7222847000160,345211,Filantropia,CE,Cancelado
17178203000175,339547,Filantropia,MG,Cancelado
34268789000188,313904,Autogestão,RJ,Cancelado
33122029000103,374326,Autogestão,MS,Cancelado
31738040000169,414361,Autogestão,ES,Cancelado
16539926000190,300497,Autogestão,MG,Cancelado
20146064000102,408514,Filantropia,MG,Cancelado
88263686000154,400441,Medicina de Grupo,RS,Cancelado
64486566000239,40084,Autogestão,MG,Cancelado
40425332000132,301221,Autogestão,PR,Cancelado
33781055000135,40071,Autogestão,RJ,Cancelado
47074851000142,413399,Filantropia,SP,Cancelado
7177769000129,408069,Filantropia,CE,Cancelado
48032700000194,350257,Autogestão,SP,Cancelado
47415773000100,353922,Autogestão,SP,Cancelado
920528000189,406597,Autogestão,SC,Cancelado
65471914000186,336165,Autogestão,SP,Cancelado
59107300000117,415588,Autogestão,SP,Cancelado
5202699000196,415405,Medicina de Grupo,MG,Cancelado
345515000123,411850,Autogestão,MA,Cancelado
493916000120,370525,Medicina de Grupo,DF,Cancelado
81652737000190,406953,Filantropia,PR,Cancelado
11508880000128,417246,Medicina de Grupo,MG,Cancelado
56893209000186,319147,Medicina de Grupo,SP,Cancelado
2025491000150,405175,Medicina de Grupo,SP,Cancelado
3203113000182,413992,Medicina de Grupo,PR,Cancelado
62576327000163,340065,Autogestão,SP,Cancelado
23274194000119,366455,Autogestão,RJ,Cancelado
23984844000110,420204,Medicina de Grupo,SP,Cancelado
3356804000116,411957,Administradora,PR,Cancelado
42809752000148,423025,Administradora de Benefícios,RJ,Cancelado
29411345000110,409197,Odontologia de Grupo,SP,Cancelado
65169997000153,401021,Odontologia de Grupo,MG,Cancelado
2741889000193,35622,Medicina de Grupo,PA,Cancelado
4114802000183,418579,Odontologia de Grupo,MG,Cancelado
43434471000110,371891,Odontologia de Grupo,SP,Cancelado
1772666000120,33613,Autogestão,MG,Cancelado
1868716000178,403326,Administradora,SP,Cancelado
3025852000121,407895,Odontologia de Grupo,BA,Cancelado
1677991000104,408751,Odontologia de Grupo,SP,Cancelado
33016254000157,5649,Seguradora,RJ,Cancelado
33072307000157,5908,Seguradora,RJ,Cancelado
94392016000130,328774,Medicina de Grupo,RS,Cancelado
90180605000102,6793,Seguradora,RS,Cancelado
2453251000157,403938,Odontologia de Grupo,GO,Cancelado
14302787000150,418544,Administradora de Benefícios,MG,Cancelado
2932060000178,372811,Medicina de Grupo,SP,Cancelado
2991601000139,419176,Administradora de Benefícios,SP,Cancelado
10897869000134,417262,Administradora de Benefícios,RN,Cancelado
68059674000103,309711,Autogestão,SP,Cancelado
1771949000158,413097,Odontologia de Grupo,SP,Cancelado
4490850000176,414786,Autogestão,AM,Cancelado
52618139000105,414271,Autogestão,SP,Cancelado
2019772000109,400459,Odontologia de Grupo,PB,Cancelado
491736000100,40116,Medicina de Grupo,BA,Cancelado
25085080000156,420760,Odontologia de Grupo,PA,Cancelado
4101252000168,412848,Medicina de Grupo,MG,Cancelado
46339347000164,315737,Odontologia de Grupo,SP,Cancelado
3035055000125,404799,Medicina de Grupo,GO,Cancelado
36155208000127,6971,Seguradora,RJ,Cancelado
2784310000170,365921,Medicina de Grupo,AP,Cancelado
714539000102,401331,Medicina de Grupo,SC,Cancelado
65140725000120,305995,Medicina de Grupo,MG,Cancelado
2788433000189,404659,Odontologia de Grupo,SP,Cancelado
1707505000153,402494,Odontologia de Grupo,SP,Cancelado
175304000190,299,Seguradora Especializada em Saúde,SP,Cancelado
39464516000122,403521,Medicina de Grupo,RJ,Cancelado
3402221000184,409375,Medicina de Grupo,SP,Cancelado
92193135000139,404152,Autogestão,RS,Cancelado
1158845000172,410519,Odontologia de Grupo,SP,Cancelado
3571385000135,410471,Medicina de Grupo,MG,Cancelado
61849980000196,325074,Medicina de Grupo,SP,Cancelado
81485153000178,350206,Autogestão,PR,Cancelado
47786801000198,310638,Autogestão,SP,Cancelado
1648202000107,407364,Odontologia de Grupo,RJ,Cancelado
562846000115,404926,Odontologia de Grupo,MG,Cancelado
52634201000144,409952,Odontologia de Grupo,SP,Cancelado
52384492000160,409910,Odontologia de Grupo,SP,Cancelado
11140431000170,391727,Medicina de Grupo,PE,Cancelado
11030551000114,419672,Administradora de Benefícios,SP,Cancelado
29529633000173,412180,Autogestão,SP,Cancelado
93204022000154,348040,Medicina de Grupo,RS,Cancelado
688971000176,360490,Odontologia de Grupo,SP,Cancelado
19596170000109,338591,Medicina de Grupo,MG,Cancelado
12643794000190,419893,Administradora de Benefícios,RJ,Cancelado
2854740000110,307629,Medicina de Grupo,BA,Cancelado
22103771000147,419834,Medicina de Grupo,BA,Cancelado
37179657000178,422444,Medicina de Grupo,SC,Cancelado
31245210000173,406180,Medicina de Grupo,RJ,Cancelado
9555697000131,417637,Administradora de Benefícios,RJ,Cancelado
25066872000183,420182,Administradora de Benefícios,RJ,Cancelado
2910572000133,412031,Medicina de Grupo,MG,Cancelado
3639079000193,414441,Administradora de Benefícios,SP,Cancelado
3359672000186,408221,Medicina de Grupo,MG,Cancelado
89411771000185,326542,Autogestão,SP,Cancelado
19402023000150,404136,Medicina de Grupo,MG,Cancelado
59491720000140,414476,Medicina de Grupo,SP,Cancelado
33468679001845,375101,Autogestão,SP,Cancelado
2130661000167,403555,Medicina de Grupo,SP,Cancelado
93921666000163,322903,Administradora,RS,Cancelado
70134150000173,38369,Medicina de Grupo,PB,Cancelado
16530495000109,404314,Medicina de Grupo,MG,Cancelado
60884855000154,400653,Medicina de Grupo,SP,Cancelado
20351540000127,40219,Medicina de Grupo,MG,Cancelado
88239074000126,401188,Filantropia,RS,Cancelado
96136643000136,357405,Medicina de Grupo,RS,Cancelado
72863665000130,363111,Filantropia,SP,Cancelado
95610887000146,349917,Filantropia,RS,Cancelado
87768735000148,39550,Medicina de Grupo,RS,Cancelado
19529478000131,400319,Filantropia,MG,Cancelado
22027320000178,35905,Medicina de Grupo,MG,Cancelado
32292815000188,311065,Medicina de Grupo,RJ,Cancelado
33310681000143,409511,Medicina de Grupo,RJ,Cancelado
3123173000195,407691,Medicina de Grupo,RJ,Cancelado
634886000125,35118,Medicina de Grupo,SP,Cancelado
44402675000132,406503,Medicina de Grupo,SP,Cancelado
60875226000168,300420,Medicina de Grupo,SP,Cancelado
50486026000160,350222,Medicina de Grupo,SP,Cancelado
19715663000110,400734,Medicina de Grupo,MG,Cancelado
71908818000155,301736,Medicina de Grupo,SP,Cancelado
54935614000194,355623,Medicina de Grupo,SP,Cancelado
32491672000133,301043,Medicina de Grupo,RJ,Cancelado
2608131000181,414956,Filantropia,GO,Cancelado
16881161000171,330876,Filantropia,MG,Cancelado
33543356002093,374237,Medicina de Grupo,SC,Cancelado
81564346000114,392391,Medicina de Grupo,PR,Cancelado
84100189000184,412023,Medicina de Grupo,AM,Cancelado
51612828000131,315681,Filantropia,SP,Cancelado
18191213000103,378666,Medicina de Grupo,MG,Cancelado
2995042000135,409626,Medicina de Grupo,PR,Cancelado
84703248000109,332518,Medicina de Grupo,SC,Cancelado
20600763000180,309401,Medicina de Grupo,MG,Cancelado
24731747000188,407178,Medicina de Grupo,MG,Cancelado
52956901000155,329525,Medicina de Grupo,SP,Cancelado
826951000114,415995,Odontologia de Grupo,RN,Cancelado
89431092000178,406643,Medicina de Grupo,RS,Cancelado
22296115000108,406457,Filantropia,MG,Cancelado
68392604000164,309338,Medicina de Grupo,SP,Cancelado
72052350000102,333034,Medicina de Grupo,SP,Cancelado
50385384000186,337714,Medicina de Grupo,SP,Cancelado
31317035000182,411141,Medicina de Grupo,RJ,Cancelado
46009718000140,400629,Medicina de Grupo,SP,Cancelado
92694546000108,33808,Medicina de Grupo,RS,Cancelado
33425075000173,5541,Seguradora Especializada em Saúde,PR,Cancelado
76538446000136,6106,Seguradora,PR,Cancelado
3618615000174,411078,Medicina de Grupo,PR,Cancelado
73717639000166,369373,Medicina de Grupo,RS,Cancelado
42283770000139,5142,Seguradora,RJ,Cancelado
90285958000169,348813,Autogestão,RS,Cancelado
2705451000150,402303,Medicina de Grupo,SC,Cancelado
1785546000168,358240,Odontologia de Grupo,BA,Cancelado
24622429000189,420310,Odontologia de Grupo,SP,Cancelado
86552809000141,336084,Filantropia,SC,Cancelado
47855507000190,357987,Autogestão,SP,Cancelado
1486628000101,354589,Autogestão,RS,Cancelado
20731941000102,419664,Administradora de Benefícios,BA,Cancelado
21415709000128,419745,Odontologia de Grupo,BA,Cancelado
1536065000119,320790,Medicina de Grupo,SP,Cancelado
61066460000107,372765,Medicina de Grupo,SP,Cancelado
18751883000137,34019,Autogestão,MG,Cancelado
4785761000157,415138,Medicina de Grupo,BA,Cancelado
47014345000168,316784,Odontologia de Grupo,SP,Cancelado
10606510000160,417670,Medicina de Grupo,RJ,Cancelado
65703365000128,366170,Medicina de Grupo,SP,Cancelado
57000036000192,386359,Autogestão,SP,Cancelado
76610062000187,317373,Autogestão,PR,Cancelado
27295956000114,421481,Administradora de Benefícios,ES,Cancelado
274517000179,339008,Odontologia de Grupo,SP,Cancelado
94820123000112,377988,Autogestão,RS,Cancelado
51282259000103,408301,Odontologia de Grupo,SP,Cancelado
17225913000109,317802,Autogestão,MG,Cancelado
88941125000167,343901,Autogestão,RS,Cancelado
88301163000155,342530,Autogestão,RS,Cancelado
50080092000135,343871,Autogestão,SP,Cancelado
41452527000134,422819,Administradora de Benefícios,RJ,Cancelado
2666970000156,411043,Medicina de Grupo,SP,Cancelado
49336860000190,359092,Autogestão,SP,Cancelado
1999166000126,357626,Autogestão,RS,Cancelado
129441000198,318558,Cooperativa Médica,BA,Cancelado
5063699000152,414417,Cooperativa Médica,RJ,Cancelado
2910011000134,371904,Cooperativa Médica,SP,Cancelado
2862873000139,353728,Cooperativa Médica,DF,Cancelado
5256845000166,416304,Medicina de Grupo,SP,Cancelado
81140873000100,414913,Autogestão,SC,Cancelado
15787592000100,418854,Medicina de Grupo,SP,Cancelado
2899876000147,347388,Medicina de Grupo,RJ,Cancelado
62440185000102,308081,Medicina de Grupo,SP,Cancelado
3850743000149,413674,Medicina de Grupo,PR,Cancelado
7142821000101,338559,Cooperativa Médica,MA,Cancelado
152753000112,314170,Medicina de Grupo,MG,Cancelado
3617134000144,411272,Medicina de Grupo,DF,Cancelado
1306022000147,377368,Cooperativa Médica,SP,Cancelado
2146566000151,310581,Medicina de Grupo,ES,Cancelado
431403000195,358720,Autogestão,DF,Cancelado
18325880000131,419044,Medicina de Grupo,MG,Cancelado
9483741000145,416924,Medicina de Grupo,RS,Cancelado
1591800000197,342408,Medicina de Grupo,RJ,Cancelado
26143531000127,420263,Administradora de Benefícios,RJ,Cancelado
33909540000141,312304,Autogestão,RJ,Cancelado
211378000134,315630,Medicina de Grupo,RS,Cancelado
45198009000197,356107,Cooperativa Médica,SP,Cancelado
3013887000140,404594,Odontologia de Grupo,SC,Cancelado
510909000190,353574,Cooperativa Médica,DF,Cancelado
40757874000102,335835,Cooperativa Médica,RN,Cancelado
1029782000154,348066,Cooperativa Médica,SP,Cancelado
10693000000178,317187,Cooperativa Médica,RN,Cancelado
13246905000198,321036,Cooperativa Médica,BA,Cancelado
1085378000106,312509,Cooperativa Médica,BA,Cancelado
50617513000114,341126,Cooperativa Médica,SP,Cancelado
72518079000158,348635,Cooperativa Médica,RJ,Cancelado
1409581000182,347361,Cooperativa Médica,DF,Cancelado
696680000120,358231,Cooperativa Médica,SP,Cancelado
10225225000108,366811,Cooperativa Médica,AP,Cancelado
40999724000105,309427,Cooperativa Médica,RN,Cancelado
23511850000150,333719,Cooperativa Médica,PI,Cancelado
43202472000130,301337,Cooperativa Médica,SP,Cancelado
13130299000140,301311,Cooperativa Médica,BA,Cancelado
16404675000136,407330,Cooperativa Médica,BA,Cancelado
42047191000197,407062,Cooperativa Médica,BA,Cancelado
73696718000138,341215,Filantropia,RJ,Cancelado
76726884004972,404071,Autogestão,PR,Cancelado
5923989000129,414883,Odontologia de Grupo,MG,Cancelado
5999063000117,417378,Administradora de Benefícios,RJ,Cancelado
33155490000154,367826,Medicina de Grupo,RJ,Cancelado
33558990000137,317578,Medicina de Grupo,RJ,Cancelado
1645626000118,350940,Autogestão,SC,Cancelado
29251097000197,305774,Medicina de Grupo,RJ,Cancelado
59003335000106,402427,Odontologia de Grupo,SP,Cancelado
60633674000155,325368,Autogestão,SP,Cancelado
76608736000109,34311,Autogestão,PR,Cancelado
30134050000122,318434,Autogestão,RJ,Cancelado
7804117000177,415634,Autogestão,DF,Cancelado
4864473000198,414832,Autogestão,DF,Cancelado
62318951000160,354473,Medicina de Grupo,SP,Cancelado
73911224000129,405272,Medicina de Grupo,PR,Cancelado
5975340000151,415391,Odontologia de Grupo,SP,Cancelado
7981526000149,415758,Autogestão,DF,Cancelado
5908995000107,415073,Autogestão,SP,Cancelado
68681402000132,400564,Medicina de Grupo,RJ,Cancelado
375972000241,309664,Autogestão,DF,Cancelado
31108715000196,408531,Medicina de Grupo,RJ,Cancelado
3124594000130,409766,Odontologia de Grupo,SP,Cancelado
10695193000104,417572,Administradora de Benefícios,RJ,Cancelado
4558928000147,415308,Odontologia de Grupo,SP,Cancelado
10902818000153,417912,Administradora de Benefícios,SP,Cancelado
26267427000144,406511,Medicina de Grupo,MG,Cancelado
32692296000145,421839,Administradora de Benefícios,DF,Cancelado
2841905000110,325856,Medicina de Grupo,BA,Cancelado
3852640000118,413364,Administradora,MS,Cancelado
86524311000175,403768,Odontologia de Grupo,MG,Cancelado
1341457000122,400416,Odontologia de Grupo,SP,Cancelado
58725938000159,376051,Medicina de Grupo,SP,Cancelado
97346209000143,37923,Odontologia de Grupo,RJ,Cancelado
3205863000193,406261,Odontologia de Grupo,SP,Cancelado
1081419000188,312525,Odontologia de Grupo,PB,Cancelado
128916000121,407381,Odontologia de Grupo,PE,Cancelado
1352078000138,400017,Medicina de Grupo,PE,Cancelado
54782826000189,323756,Medicina de Grupo,SP,Cancelado
62003025000104,328391,Medicina de Grupo,SP,Cancelado
24297515000163,420913,Administradora de Benefícios,RJ,Cancelado
67810341000101,411442,Medicina de Grupo,SP,Cancelado
71930226000130,317501,Odontologia de Grupo,SP,Cancelado
2454211000120,411001,Medicina de Grupo,SC,Cancelado
9323142000164,418005,Administradora de Benefícios,SP,Cancelado
5735399000172,416240,Odontologia de Grupo,ES,Cancelado
7260668000117,415332,Odontologia de Grupo,SP,Cancelado
88939236000139,313122,Autogestão,RS,Cancelado
33337122000127,418145,Autogestão,RJ,Cancelado
33376989000191,310786,Autogestão,RJ,Cancelado
58198524000119,316491,Filantropia,SP,Cancelado
32353393000103,357227,Filantropia,RJ,Cancelado
43535210000197,365653,Filantropia,SP,Cancelado
49376858000144,330957,Medicina de Grupo,SP,Cancelado
32410615000182,361721,Filantropia,RJ,Cancelado
45383106000150,314102,Filantropia,SP,Cancelado
47844287000108,358118,Filantropia,SP,Cancelado
48662167000144,311481,Filantropia,SP,Cancelado
14168470000173,320684,Filantropia,BA,Cancelado
52439072000133,327778,Medicina de Grupo,SP,Cancelado
46056487000125,410365,Filantropia,SP,Cancelado
28141190000186,378038,Filantropia,ES,Cancelado
43090083000160,313378,Filantropia,SP,Cancelado
43964931000112,320269,Medicina de Grupo,SP,Cancelado
44215341000150,322920,Filantropia,SP,Cancelado
76613835000189,400360,Filantropia,PR,Cancelado
51381903000109,335762,Filantropia,SP,Cancelado
57553265000134,403920,Filantropia,SP,Cancelado
52505153000194,308005,Filantropia,SP,Cancelado
22830020000122,411841,Filantropia,MG,Cancelado
53338992000128,367486,Filantropia,SP,Cancelado
54848361000111,312762,Medicina de Grupo,SP,Cancelado
56927809000118,363511,Filantropia,SP,Cancelado
7818313000109,404811,Filantropia,CE,Cancelado
71485056000121,334651,Filantropia,SP,Cancelado
59981712000181,339539,Filantropia,SP,Cancelado
70945936000170,401137,Filantropia,SP,Cancelado
72909179000105,405230,Medicina de Grupo,SP,Cancelado
43252758000120,413313,Filantropia,SP,Cancelado
72293392000135,405400,Filantropia,SP,Cancelado
50753631000150,337153,Filantropia,SP,Cancelado
46045290000190,408824,Filantropia,SP,Cancelado
20081238000104,400742,Filantropia,MG,Cancelado
45915675000107,344281,Filantropia,SP,Cancelado
23647209000147,417327,Medicina de Grupo,MG,Cancelado
23798846000114,321095,Filantropia,MG,Cancelado
54228648000149,339695,Filantropia,SP,Cancelado
45615309000124,323977,Filantropia,SP,Cancelado
20959292000100,400327,Filantropia,MG,Cancelado
24993560000152,310891,Filantropia,MG,Cancelado
22669931000110,363685,Filantropia,MG,Cancelado
71041289000135,305243,Filantropia,SP,Cancelado
49797293000179,345741,Filantropia,SP,Cancelado
45186053000187,351695,Filantropia,SP,Cancelado
2480313000110,407429,Odontologia de Grupo,SP,Cancelado
19385509000128,38275,Autogestão,MG,Cancelado
2436456000124,414611,Odontologia de Grupo,PR,Cancelado
5939125000103,415839,Odontologia de Grupo,MG,Cancelado
26436104000137,421855,Autogestão,RJ,Cancelado
8893586000172,416711,Medicina de Grupo,RJ,Cancelado
18752824000183,33176,Autogestão,MG,Cancelado
3287805000156,412503,Odontologia de Grupo,SP,Cancelado
1185785000187,402664,Autogestão,MG,Cancelado
25331521000152,402681,Autogestão,MG,Cancelado
33057431000143,6114,Seguradora,RJ,Cancelado
18996223000116,402672,Autogestão,MG,Cancelado
61557039000107,5321,Seguradora,SP,Cancelado
50810738000192,352161,Medicina de Grupo,SP,Cancelado
2817851000157,40121,Odontologia de Grupo,SP,Cancelado
84948157000133,5436,Seguradora,PR,Cancelado
44480697000110,381772,Autogestão,SP,Cancelado
48117295000107,300667,Autogestão,SP,Cancelado
4800040000179,414450,Medicina de Grupo,GO,Cancelado
1433349000180,422452,Medicina de Grupo,SP,Cancelado
4879295000179,416215,Odontologia de Grupo,SP,Cancelado
20264370000143,401200,Medicina de Grupo,MG,Cancelado
87456562000122,341371,Autogestão,RS,Cancelado
1812181000113,405361,Medicina de Grupo,RO,Cancelado
48988679000103,33399,Odontologia de Grupo,SP,Cancelado
92115658000167,409499,Odontologia de Grupo,RS,Cancelado
2962427000104,409863,Medicina de Grupo,PR,Cancelado
24172140000105,40329,Medicina de Grupo,AL,Cancelado
90255837000174,410012,Medicina de Grupo,RS,Cancelado
14675662000176,418722,Odontologia de Grupo,SP,Cancelado
13153123000104,418161,Administradora de Benefícios,SP,Cancelado
11570879000123,419371,Administradora de Benefícios,SP,Cancelado
56995038000104,34484,Autogestão,MG,Cancelado
84869940000101,405256,Medicina de Grupo,PR,Cancelado
39880746000172,422614,Medicina de Grupo,SP,Cancelado
1632673000127,403806,Medicina de Grupo,MG,Cancelado
18206524000107,401579,Autogestão,MG,Cancelado
16714685000178,385140,Autogestão,MG,Cancelado
1009546000176,351881,Medicina de Grupo,GO,Cancelado
31673254000102,363839,Autogestão,RJ,Cancelado
71563613000185,318906,Medicina de Grupo,SP,Cancelado
53221255000140,374563,Filantropia,SP,Cancelado
672884000120,38437,Medicina de Grupo,MG,Cancelado
41969296000130,362158,Medicina de Grupo,BA,Cancelado
12926013000175,418102,Administradora de Benefícios,RJ,Cancelado
55683635000122,408557,Odontologia de Grupo,SP,Cancelado
2130002000120,306924,Medicina de Grupo,MG,Cancelado
60853264000110,314200,Autogestão,SP,Cancelado
593504000162,407526,Medicina de Grupo,MG,Cancelado
32266344000133,421863,Administradora de Benefícios,SP,Cancelado
4024462000108,413119,Medicina de Grupo,SP,Cancelado
33665718000156,421987,Medicina de Grupo,DF,Cancelado
52808300000103,307408,Medicina de Grupo,SP,Cancelado
90450412000116,309699,Medicina de Grupo,RS,Cancelado
3140508000183,404489,Odontologia de Grupo,SP,Cancelado
10289532000144,416827,Odontologia de Grupo,SC,Cancelado
73639262000174,326933,Medicina de Grupo,SP,Cancelado
828682000125,403733,Medicina de Grupo,SP,Cancelado
68485143000174,403202,Odontologia de Grupo,SP,Cancelado
69125599000196,314331,Autogestão,SP,Cancelado
7794023000164,418889,Odontologia de Grupo,PI,Cancelado
2130544000101,408662,Medicina de Grupo,RJ,Cancelado
12591489000100,417971,Odontologia de Grupo,SP,Cancelado
11247195000195,418358,Odontologia de Grupo,PR,Cancelado
70090071000108,403539,Medicina de Grupo,SP,Cancelado
66079609000106,409049,Autogestão,SP,Cancelado
92754738000162,415529,Autogestão,RS,Cancelado
5531677000170,415537,Odontologia de Grupo,RJ,Cancelado
28958857000138,421294,Administradora de Benefícios,RJ,Cancelado
96328356000128,304638,Medicina de Grupo,SP,Cancelado
1874955000130,305791,Medicina de Grupo,PA,Cancelado
81890733000140,407500,Medicina de Grupo,PR,Cancelado
4187453000120,413054,Odontologia de Grupo,RJ,Cancelado
53943098000187,350451,Autogestão,SP,Cancelado
54643689000100,364797,Autogestão,SP,Cancelado
46201083000188,320625,Autogestão,SP,Cancelado
2884945000149,339393,Autogestão,SP,Cancelado
3219167000136,411761,Odontologia de Grupo,SP,Cancelado
7616992000125,416291,Odontologia de Grupo,AC,Cancelado
17008954000143,34724,Autogestão,MG,Cancelado
1638673000134,412481,Medicina de Grupo,SP,Cancelado
2979624000128,401510,Medicina de Grupo,RS,Cancelado
2552713000193,339032,Medicina de Grupo,ES,Cancelado
2704677000136,407119,Medicina de Grupo,RJ,Cancelado
4130507000110,413011,Odontologia de Grupo,CE,Cancelado
12116553000193,418234,Administradora de Benefícios,SP,Cancelado
2965389000135,402036,Medicina de Grupo,SP,Cancelado
31318793000115,302694,Medicina de Grupo,RJ,Cancelado
2857424000100,404438,Medicina de Grupo,GO,Cancelado
1235437000177,360023,Medicina de Grupo,PR,Cancelado
19791268000117,378747,Autogestão,MG,Cancelado
23849334000130,37191,Autogestão,MG,Cancelado
19300451000172,419605,Medicina de Grupo,MT,Cancelado
45542453000188,308064,Autogestão,SP,Cancelado
1171607000105,335070,Medicina de Grupo,SP,Cancelado
45901045000175,423254,Administradora de Benefícios,RJ,Cancelado
2298080000139,410136,Odontologia de Grupo,CE,Cancelado
47427653000115,385425,Autogestão,SP,Cancelado
780438000130,415651,Medicina de Grupo,MS,Cancelado
344158000189,33483,Autogestão,MG,Cancelado
64286503000158,329088,Autogestão,MG,Cancelado
64904972003370,40321,Autogestão,SP,Cancelado
2903382000199,304760,Medicina de Grupo,PA,Cancelado
394861000100,405477,Odontologia de Grupo,MS,Cancelado
2489117000106,412112,Odontologia de Grupo,DF,Cancelado
3057109000153,405744,Medicina de Grupo,MG,Cancelado
77265361000194,301990,Administradora,PR,Cancelado
61383493000180,5720,Seguradora,SP,Cancelado
3774810000193,412406,Medicina de Grupo,RJ,Cancelado
2690989000138,407941,Odontologia de Grupo,SP,Cancelado
3667927000178,413020,Medicina de Grupo,GO,Cancelado
42328930000119,5428,Seguradora,SP,Cancelado
3519182000108,410501,Medicina de Grupo,SP,Cancelado
67669168000165,324671,Medicina de Grupo,SP,Cancelado
47559372000116,323349,Medicina de Grupo,SP,Cancelado
42780759000184,384003,Medicina de Grupo,MG,Cancelado
41573841000175,300080,Medicina de Grupo,CE,Cancelado
4015891000100,412899,Medicina de Grupo,RJ,Cancelado
7001142000112,387495,Medicina de Grupo,MA,Cancelado
86422342000115,350095,Medicina de Grupo,SP,Cancelado
42314690000101,329266,Medicina de Grupo,RJ,Cancelado
2926892000181,309231,Medicina de Grupo,SP,Cancelado
38740569000166,364428,Medicina de Grupo,MG,Cancelado
3970053000123,412210,Medicina de Grupo,PR,Cancelado
84835552000100,402753,Medicina de Grupo,PR,Cancelado
69262764000151,401501,Medicina de Grupo,SP,Cancelado
2469156000141,326054,Medicina de Grupo,PE,Cancelado
4043452000101,413305,Medicina de Grupo,MG,Cancelado
637500000139,364916,Medicina de Grupo,BA,Cancelado
10265019000113,417076,Administradora de Benefícios,RJ,Cancelado
3473372000123,409464,Medicina de Grupo,SP,Cancelado
12321527000105,328332,Medicina de Grupo,AL,Cancelado
22735112000123,355780,Medicina de Grupo,MG,Cancelado
38736831000107,404390,Medicina de Grupo,MG,Cancelado
11544301000100,332381,Medicina de Grupo,PE,Cancelado
2742160000131,301906,Medicina de Grupo,MG,Cancelado
3016500000100,401846,Medicina de Grupo,SP,Cancelado
1064845000103,348392,Medicina de Grupo,PA,Cancelado
3216320000171,405302,Medicina de Grupo,BA,Cancelado
767013000190,376663,Medicina de Grupo,SP,Cancelado
1432102000149,360147,Medicina de Grupo,SC,Cancelado
88153739000184,355241,Medicina de Grupo,RS,Cancelado
21416316000139,419711,Administradora de Benefícios,DF,Cancelado
14047395000192,418382,Administradora de Benefícios,RJ,Cancelado
68592658000173,407968,Medicina de Grupo,RJ,Cancelado
433671000146,372188,Medicina de Grupo,PR,Cancelado
68772201000140,357341,Medicina de Grupo,RJ,Cancelado
39494042000161,372030,Medicina de Grupo,RJ,Cancelado
67165464000129,320960,Odontologia de Grupo,SP,Cancelado
11399922000130,417483,Medicina de Grupo,MA,Cancelado
3862114000139,411931,Medicina de Grupo,RJ,Cancelado
1960213000128,403709,Medicina de Grupo,RJ,Cancelado
196013000188,326046,Medicina de Grupo,SP,Cancelado
3221038000182,406783,Medicina de Grupo,BA,Cancelado
36756716000160,328499,Medicina de Grupo,GO,Cancelado
6853661000146,415863,Medicina de Grupo,RJ,Cancelado
3430406000100,409596,Medicina de Grupo,RJ,Cancelado
49073521000168,402982,Medicina de Grupo,SP,Cancelado
5676572000109,347591,Medicina de Grupo,CE,Cancelado
1184810000108,412520,Medicina de Grupo,MA,Cancelado
3927426000183,412007,Medicina de Grupo,MG,Cancelado
2564335000168,370584,Medicina de Grupo,SP,Cancelado
