registro_ans,cnpj,razao_social,status
415383,4998140000151,DENTAL PREVIDÊNCIA ODONTOLÓGICA LTDA.,cancelado
339377,59182758000130,DENTAL PRIME ODONTOLOGIA LTDA.,cancelado
333174,2594526000172,DENTAL QUALITY ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
409031,3057038000199,DENTAL RISO LTDA,cancelado
416754,2806968000135,DENTAL SAÚDE SOCIEDADE SIMPLES LTDA.,cancelado
347272,69422772000118,DENTAL SEGUROS LTDA,cancelado
303721,71727101000107,DENTAL SHARING ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
402745,2710753000116,DENTAL TRAT CONVENIOS ODONTOLOGICOS S/C LTDA,cancelado
412716,4129183000109,DENTAL WHITE CENTRAL DE CONVÊNIOS ODONTOLÓGICOS E PREVENÇÃO,cancelado
408590,3065037000196,DENTALCARE - ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
407771,2857773000114,DENTALCLIN CLINICA ODONTOLÓGICA LTDA,cancelado
411159,3579553000139,DENTALCORP ASSISTÊNCIA ODONTOLÓGICA INTERNACIONAL LTDA,cancelado
392634,60268505000163,DENTALCORP ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
423459,35286505000149,DENTALCRED OPERADORA DE PLANOS ODONTOLOGICOS LTDA.,cancelado
407305,2954399000175,DENTALIS PRESTAÇÃO DE SERVIÇOS ODONTOLÓGICOS LTDA,cancelado
409103,35493659000101,DENTALPLAN S/C,cancelado
407411,2181189000191,DENTALPLAN SC LTDA,cancelado
409014,2643481000189,DENTALPREV - PRESTAÇÃO DE SERVIÇOS ODONTOLÓGICOS LTDA,cancelado
336548,2128596000135,DENTALPREV ASSISTENCIA ODONTOLOGICA LTDA,cancelado
361038,1821083000142,DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
37093,118652000125,DENTALSISTEM CLINICA ODONTOLOGICA S/C LTDA,cancelado
37882,2746799000195,DENTALVIDA REPRESENTAÇOES E ADMINISTRAÇAO DE SERVIÇOS ODONTOLOGI,cancelado
412163,2746799000195,DENTALVIDA REPRESENTAÇÃO COMERCIAL DE PLANOS DE SAUDE/ODONTOLOGICOS LTDA,cancelado
418811,21763206000143,DENTALVIP SAÚDE ODONTOLÓGICA LTDA. ME,cancelado
412945,4100484000100,DENTCLASS SISTEMA DE SAÚDE ODONTOLÓGICA LTDA.,cancelado
411167,3452027000103,DENTCLIN ASSISTENCIA ODONTOLOGICA LTDA,cancelado
34139,2191761000101,DENTE CROSS LTDA,cancelado
415146,2191761000101,DENTE CROSS LTDA.,cancelado
409774,1740990000167,DENTECLIN CONVÊNIOS ODONTOLÓGICOS S/C LTDA,cancelado
405515,959225000170,DENTEMED LTDA,cancelado
415928,2297641000185,DENTICAL DENTAL COOPERATIVA ODONTOLOGICA DE LIMEIRA,cancelado
412121,2297641000185,DENTICAL DENTAL COOPERATIVA ODONTOLOGICA DE LIMEIRA,cancelado
367176,2869630000122,DENTIST S CARD - ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
400912,54209309000115,DENTIST SERVIÇOS DE ODONTOLOGIA S/C LTDA,cancelado
406309,1893151000189,DENTISTA & PACIENTE - CLINICA ODONTOLÓGICA S/C LTDA.,cancelado
403105,2735425000174,DENTOPLAN ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
410527,3324123000176,DENTPREV ASSISTËNCIA ODONTOLOGICA LTDA,cancelado
323870,2475621000157,DENTSÃO ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
404969,3036760000147,DENTVIDA CONVÊNIO ODONTOLÓGICO LTDA,cancelado
402052,15163587000127,DESENBAHIA - AGÊNCIA DE FOMENTO DO ESTADO DA BAHIA S/A,cancelado
322776,1281297000173,DF MULTIMED S/C LTDA.,cancelado
411230,3716162000119,DI THIENE SAUDE S/C LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
403750,743357000160,DINÂMICA ASSESSORIA E REPRESENTAÇÕES S/C LTDA,cancelado
357201,464676000136,DISMED - DINAMICA DE SERVIÇOS MÉDICOS LTDA.,cancelado
415286,4617017000143,DIVICOM ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
362921,1734531000170,DIX ASSISTENCIA MEDICA LTDA,cancelado
402788,2826989000112,DJALMA RODRIGUES DE SOUZA,cancelado
34169,53715033000184,"DLD - ASSESSORIA, PLANEJ. E CONSULT. EMPRESARIAL S/C LTDA",cancelado
318850,1578037000164,DOCTOR PLAN CENTRO ODONTOLÓGICO,cancelado
36254,2110439000100,DOLPHIN P.A.S. MARKETING E SERVICOS LTDA.,cancelado
319368,15480130000146,DOURAMED ASSISTÊNCIA MÉDICO HOSPITALAR GLOBAL S/S LTDA,cancelado
38122,60435351000157,DOW QUIMICA S/A,cancelado
416746,4160395000140,DR. SORRISO LTDA.,cancelado
337706,1750241000110,DREI ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
301299,989799000190,DSM ELASTOMEROS BRASIL LTDA,cancelado
405817,3136824000181,E M I   EMERGÊNCIAS MÉDICAS INTEGRADAS LTDA.,cancelado
413216,4242147000149,E M S - EMPRESA MATO-GROSSENSE DE SAÚDE LIMITADA,cancelado
309168,1212295000122,E&E ADMINISTRAÇÃO E CONSULTORIA EM PLANOS DE SAÚDE LTDA,cancelado
415227,6998051000130,E- NOVA ODONTOLOGIA LTDA,cancelado
337226,35126283000105,E.C.D SERVIÇOS DE SAÚDE LTDA,cancelado
320528,2327416000144,E.F - CLÍNICA ODONTOLÓGICA S/C LTDA.,cancelado
403075,478617000117,ECDENT ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
414093,406585000144,ECO DIAGNÓSTICO S/C LIMITADA,cancelado
420069,22928119000161,ECO SAÚDE PLANO EMPRESARIAL LTDA - EPP,cancelado
414298,71737001000161,ECOLE SERVIÇOS MÉDICOS LTDA,cancelado
34764,71737001000161,ECOLE SERVIÇOS MÉDICOS S/C LTDA.,cancelado
409057,1860960000275,EDITORA COCHRANE BRASIL LTDA.,cancelado
402028,9614439000189,EDSON ROMÃO DA SILVA - ME,cancelado
411540,3580488000161,ELCA ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
344699,42540211000167,ELETROBRAS TERMONUCLEAR S.A - ELETRONUCLEAR,cancelado
334715,74326174000185,ELETRODIAGNOSTICO S/C LTDA,cancelado
356891,73957000168,ELETROSUL CENTRAIS ELÉTRICAS S/A,cancelado
422967,42802123000196,ELEVE ADMINISTRADORA DEBENEFÍCIOS LIMITADA,cancelado
328961,43940618000144,ELI LILLY DO BRASIL LTDA.,cancelado
403717,740834000133,ELIODONTO S/C LTDA,cancelado
418391,13423699000144,ELITE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
350672,890064000105,ELLUS ODONTOLOGIA PLANEJADA S/C LTDA.,cancelado
418421,13122792000119,ELO ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
421138,27872825000152,ELOS ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
351245,17178443000170,EMBRA - ESTRUTURAS METALICAS BRASILEIRAS LTDA.,cancelado
303569,60208493000181,EMBRAER EMPRESA BRASILEIRA DE AERONAUTICA SA,cancelado
334782,348003000110,EMBRAPA - EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,cancelado
414158,3392915000188,EMERGÊNCIA PARAÍBA LTDA.,cancelado
34853,19502657000185,EMH - ELETROMECANICA E HIDRAULICA LTDA,cancelado
416541,7368054000153,EMJJ FERNANDES ADMINISTRADORA DE PLANO ODONTOLOGICO LTDA,cancelado
359939,16904724000108,EMPREENDIMENTOS E PARTICIPAÇOES DOMINGOS ZEMA LTDA.,cancelado
353761,34028316000103,EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,cancelado
325457,366914000170,EMPRESA BRASILEIRA DE PLANEJAMENTO DE TRANSPORTES - GEIPOT,cancelado
320587,33530486000129,EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A,cancelado
411795,60876075000162,EMPRESA DE ELETRICIDADE VALE PARANAPANEMA,cancelado
338613,18239038000187,EMPRESA DE INFORMATICA E INFORMAÇÃO DO MUNICIPIO DE BELO HORIZONTE S/A,cancelado
306525,41657081000184,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS,cancelado
411779,60942281000123,EMPRESA ELÉTRICA BRAGANTINA S/A,cancelado
410322,27816487000131,EMPRESA GERENCIAL DE PROJETOS NAVAIS,cancelado
34494,78133824000127,EMPRESA PARANAENSE DE ASSISTENCIA TÉCNICA E EXTENSAO RURAL,cancelado
413143,614960000141,EMPRODONT ASSISTENCIA ODONTOLOGICA LTDA ,cancelado
327964,2687354000181,EMPRODONT CLINICA ODONTOLOGICA S/C LTDA,cancelado
352373,72947716000101,EMTREPREV ASSISTÊNCIA MÉDICA HOSPITALAR S/C LTDA,cancelado
368741,103582000131,ENGEVIX ENGENHARIA S/C LTDA.,cancelado
334464,2224348000198,ENODIO ABREU JUNIOR,cancelado
405922,2954231000160,ESPECIAL SAÚDE S/C LTDA,cancelado
322849,28152650000171,ESPÍRITO SANTO CENTRAIS ELÉTRICAS S/A - ESCELSA,cancelado
420905,7699082000153,ESTALEIRO ATLÂNTICO SUL S/A,cancelado
405795,893186000155,ESTRATEGIA SAUDE LTDA,cancelado
393380,40447120000156,ETERBRAS TEC. INDUSTRIAL LTDA.,cancelado
419494,20189406000171,ETHOS ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
402443,2855323000192,EUCEBRAQ EMPRESAS UNIDAS CELIO BRASIL QUARESMA LTDA,cancelado
402656,3033665000190,EURODENT ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
411965,4180279000193,EVADIN INDUSTRIAS AMAZONIA S.A.,cancelado
410179,30123640000150,EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
417017,7424164000195,EVO SAUDE ODONTOLOGICA S/S,cancelado
34861,17359464000191,EXACTA ENGENHARIA DE PROJETOS S.A,cancelado
411051,3517055000161,EXCELSIOR MED S/A,cancelado
319261,2429943000160,EXECUTIVE MED CONSULTORIA & NEGÓCIOS LTDA,cancelado
418765,14367871000152,EXECUTIVO ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
405752,2223384000137,FACIL ASSESSORIA EMPRESARIAL LTDA,cancelado
330493,65178808000109,FAI UNIPAX AMBULATORIOS REUNIDOS LTDA,cancelado
418188,4823133000119,FALCK BRASIL PLANOS DE SAÚDE LTDA.,cancelado
319589,709387000230,FALENCIA DE - ODONTO QUALITY ASSISTENCIA ODONTOLOGICA LTDA.,cancelado
312461,97002836000167,FALÊNCIA DE - CENTRO CLÍNICO PATER LTDA.,cancelado
300284,71582753000109,FALÊNCIA DE - CLAM CENTRAL DE ASSISTÊNCIA MÉDICA S/C LTDA,cancelado
308111,2943971000109,FALÊNCIA DE - CLISAMA OPERADORA DE PLANOS DE SAUDE SC LTDA.,cancelado
411418,3534917000164,FALÊNCIA DE - CLÍNICA DE ESPECIALIDADES MÉDICAS NOVA SAÚDE LTDA.,cancelado
309681,1919865000119,FALÊNCIA DE - COMED MEDICINA LTDA.,cancelado
337960,76490861000167,FALÊNCIA DE - HOSPITAL E MATERNIDADE SÃO CARLOS LTDA.,cancelado
405396,59277939000140,FALÊNCIA DE - HOSPITAL MIGUEL DE CERVANTES S/A,cancelado
306631,47724026000146,FALÊNCIA DE - INASA HOSPITALAR LTDA.,cancelado
413852,3586292000184,FALÊNCIA DE - M. A. S. GESTER COMÉRCIO E REPRESENTAÇÕES,cancelado
375471,62201116000146,FALÊNCIA DE - MEDIC S/A MEDICINA ESPECIALIZADA À INDÚSTRIA E AO COMERCIO,cancelado
324248,1066931000155,FALÊNCIA DE - NANUBI PARTICIPAÇÕES E REPRESENTAÇÕES LTDA.,cancelado
380962,2548349000198,FALÊNCIA DE - ODONTO NORTE MEDICINA DE GRUPO LTDA,cancelado
356905,65050312000155,FALÊNCIA DE - PINDAMED SOCIEDADE CIVIL LTDA.,cancelado
411299,3715340000197,FALÊNCIA DE - PLANOS DE ASSISTÊNCIA MÉDICA E ODONTOLÓGICA MAIS SAÚDE LTDA.,cancelado
316423,92950161000164,FALÊNCIA DE - SERVIÇOS MÉDICOS A INDUSTRIA E COMÉRCIO LTDA.,cancelado
412651,2150598000120,FALÊNCIA DE - SIS SISTEMAS INTERATIVOS DE SAUDE,cancelado
414409,4288324000128,FALÊNCIA DE - TOP CARE SAUDE LTDA.,cancelado
408433,3004638000199,FALÊNCIA DE - VITÓRIA SERVIÇOS DE SAÚDE LTDA.,cancelado
407470,2499495000170,FALÊNCIA DE ABRASP EMPREENDIMENTOS ADMINISTRADORA DE BENEFÍCIOS S/C LTDA,cancelado
319341,27678911001524,"FALÊNCIA DE ADRESS ADM., REPRES. DE SISTEMAS DE SAUDE LTDA ",cancelado
340642,52370152000180,FALÊNCIA DE AME ASSISTÊNCIA MÉDICA AS EMPRESAS  LTDA,cancelado
374679,39615315000189,FALÊNCIA DE AMEP ASSISTENCIA MEDICA PLANEJADA LTDA. ,cancelado
350508,87784948000163,FALÊNCIA DE AMIC ASSISTÊNCIA MÉDICA INTEGRADA SC LTDA ,cancelado
387622,387203000182,FALÊNCIA DE ASSITALIA ASSITENCIA MEDICA S/C LTDA,cancelado
394009,66866146000122,FALÊNCIA DE AVICCENA ASSISTÊNCIA MÉDICA  LTDA. ,cancelado
344877,2908125000140,FALÊNCIA DE CANP SAUDE S/S LTDA,cancelado
303828,67666248000167,FALÊNCIA DE CEMEDKA PLANOS DE ASSISTENCIA MÉDICA S/C LTDA,cancelado
409553,3458260000101,FALÊNCIA DE CLASSIC SAUDE LTDA,cancelado
400955,16560096000182,FALÊNCIA DE CLIDEME ASSISTÊNCIA MÉDICO-DENTÁRIA S/C LTDA ,cancelado
323845,68809755000175,FALÊNCIA DE CLIMOJ - ASSISTÊNCIA MÉDICA DE JACAREPAGUÁ LTDA ,cancelado
411370,3383780000194,FALÊNCIA DE CODEB - COOPERATIVA DOS EVANGÉLICOS DE BELÉM ,cancelado
386375,49461320000138,FALÊNCIA DE CRISTO REI SAUDE ASSISTENCIA MÉDICA S/C LTDA. ,cancelado
414166,4517426000178,FALÊNCIA DE ESSENCIAL SISTEMA DE SAÚDE S/C LTDA. ,cancelado
317403,39468392000153,FALÊNCIA DE GLOBAL ASSISTENCIA MEDICA S/C ,cancelado
305600,60680865000178,FALÊNCIA DE INTERCLÍNICAS PLANOS DE SAÚDE S/A ,cancelado
408387,3365150000197,FALÊNCIA DE INTERSAU SERVIÇOS MÉDICOS LTDA,cancelado
402958,3052349000165,FALÊNCIA DE MAXIMED OPERADORA DE PLANOS DE SAUDE LTDA. ,cancelado
412392,2155017000143,FALÊNCIA DE MED PROG - MEDICINA PROGRAMADA LTDA. ,cancelado
322806,1978935000100,FALÊNCIA DE MEDPLAN - SERVIÇOS MÉDICOS E ODONTOLÓGICOS LTDA. ,cancelado
410535,1654046000197,FALÊNCIA DE MEDPLAN ASSISTÊNCIA E SAÚDE,cancelado
406732,3279823000196,FALÊNCIA DE MJA ASSISTÊNCIA MEDICA LTDA. ,cancelado
403881,3099779000132,FALÊNCIA DE NOTA ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA ,cancelado
408441,3248157000129,FALÊNCIA DE ODONTO-SAÚDE ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
350621,56359284000161,FALÊNCIA DE PAZ MED PLANO DE SAUDE S/C LTDA.,cancelado
342220,68789577000168,FALÊNCIA DE PLANO DE ASSISTENCIA MÉDICA MILLER LTDA. ,cancelado
403954,68014695000102,FALÊNCIA DE PLANO DE SAÚDE SANTISTA S/C LTDA ,cancelado
356522,16098535000187,FALÊNCIA DE POLIMÉDICA - ASSISTÊNCIA MÉDICA LTDA ,cancelado
313220,4151320000101,FALÊNCIA DE PROTEÇÃO E ASSISTÊNCIA MÉDICA À SAÚDE S/S LTDA,cancelado
411949,11735842000108,FALÊNCIA DE PRUDENT CONSULTÓRIOS ODONTOLÓGICOS LTDA ,cancelado
401307,27449073000111,FALÊNCIA DE SAMEG - SERVIÇO DE ASSISTENCIA MÉDICA DE GRUPO LTDA. ,cancelado
413526,4312346000186,FALÊNCIA DE SAUDE CLAN LTDA,cancelado
410896,2941397000141,FALÊNCIA DE SAUDE EXCLUSIV ASSISTÊNCIA MÉDICA S/C LTDA,cancelado
412368,4010572000102,FALÊNCIA DE SAUDE PLUS ASSISTENCIA MEDICA  LTDA ,cancelado
353248,58623562000171,FALÊNCIA DE SAUDE UNICOR ASSISTENCIA MÉDICA LTDA.,cancelado
399442,29418951000167,FALÊNCIA DE SAVE ASSISTENCIA MEDICA E HOSPITALAR S/C LTDA.,cancelado
405337,1758263000127,FALÊNCIA DE SERVI SAÚDE ASSISTÊNCIA MÉDICA LTDA,cancelado
348767,27840065000100,FALÊNCIA DE SMB SISTEMA MEDICO BRASILEIRO LTDA,cancelado
408239,736862000187,FALÊNCIA DE TOI - TRATAMENTO ODONTOLÓGICO INTEGRADO LTDA.,cancelado
391298,25468687000115,FALÊNCIA DE TRANSCLINICA LTDA ,cancelado
319988,2563730000126,FALÊNCIA DE VITA SAUDE LTDA ,cancelado
406686,1472230000116,FALÊNCIA DE W ODONTO WEINGAERTNER COMÉRCIO E ADMINISTRAÇÃO LTDA.,cancelado
333638,62492053000124,FAMED ASSISTENCIA MEDICA LTDA,cancelado
412902,4106651000111,FAMIDENTE DE TERESOPOLIS PRESTAÇÃO DE ASSISTÊNCIA ODONTOLÓGICA,cancelado
402401,3008647000158,FAMILY MED ADMINISTRAÇÃO EM SAÚDE S/C LTDA.,cancelado
38466,17186115000115,FARMACIA SANTA MARTA LTDA,cancelado
334260,980583000164,FAVARO ASSISTENCIA ODONTOLOGICA S/C LTDA.,cancelado
35845,68529007000139,FEDERAÇAO DA UNIODONTO DA REGIAO CENTRAL DO BRASIL,cancelado
301051,146850000100,FEDERAÇAO DAS COOP. ODONT. DO ESTADO DE SANTA CATARINA,cancelado
332755,83311050000117,FEDERAÇAO DAS SOCIEDADES COOPERATIVA DE TRABALHO MÉDICO DO P,cancelado
344583,1182248000183,FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS,cancelado
363944,19891852000144,FEDERAÇÃO INTERFEDERATIVA DAS COOPERATIVAS DE TRABALHO MÉDICO DO ESTADO DE MINAS GERAIS,cancelado
358100,19443985000158,FERTILIZANTES FOSFATADOS S/A - FOSFERTIL,cancelado
350761,60398989000165,FERTILIZANTES SERRANA S/A,cancelado
348929,2489022000192,FIAMM SOGEFI BUZINAS LTDA.,cancelado
404004,73847253001060,FICAP S A,cancelado
303097,839627000130,FICOSA DO BRASIL LTDA,cancelado
353345,57014862000190,FILTROS MANN LTDA.,cancelado
337404,28954717000191,FIOPREV - INSTITUTO OSWALDO CRUZ DE SEGURIDADE SOCIAL,cancelado
402257,73267999000103,FIRST ASSESSORIA E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
318744,1444998000186,FISIODENTE CONSULTORIA E ASSESSORIA EM GESTÃO EMPRESARIAL LTDA. EPP.,cancelado
382213,18032250000179,FLENDER BRASIL LTDA,cancelado
315354,57290355000180,FORD BRASIL,cancelado
40140,2290521000156,FORTALEZA SAUDE BUCAL SC LTDA,cancelado
304018,105388000195,FORTSAUDE ASSISTENCIA MÉDICA LTDA,cancelado
422495,36517218000165,FOX OPERADORA DE PLANOS DE SAUDE EIRELI,cancelado
405311,1941126000123,FRANCISCON E MARTIN & CIA S/C LTDA,cancelado
40570,3218890000109,FRANÇA BERNIZ ODONTOLOGIA S/C LTDA.,cancelado
406830,2398666000175,FREE DENT PLANOS E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA,cancelado
405248,76026699000120,FREE DENT PLANOS ODONTÓLOGICOS LTDA,cancelado
351091,2877955000157,FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA,cancelado
364371,76629252000146,FUNBEP - FUNDO DE PENSÃO MULTIPATROCINADO,cancelado
306991,17213901000164,FUNDACAO SIDERTUBE,cancelado
379379,27820000000194,FUNDAÇAO ASSISTENCIAL BRAHMA,cancelado
34803,43302025000233,FUNDAÇAO BRASINCA UNIDADE I,cancelado
321699,11722691000153,FUNDAÇAO CELPE DE SEGURIDADE SOCIAL,cancelado
31193,78071602000127,FUNDAÇAO CORNELIUS MARIUS HORSMAN,cancelado
30833,81917817000120,FUNDAÇAO CULTURAL LEONARDO DA VINCI,cancelado
367877,19740471000164,FUNDAÇAO DOS EMPREGADOS DA FIAT,cancelado
315095,42286245000177,FUNDAÇAO ELETROSUL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL ELOS,cancelado
356573,41343187000103,FUNDAÇAO OTÍLIA CORREIA SARAIVA,cancelado
362590,76693761000138,FUNDAÇAO TELEPAR,cancelado
378780,419499000176,FUNDAÇAO TRANSBRASIL,cancelado
303151,59995621000103,FUNDAÇAO VÉRITAS,cancelado
302881,17989187000109,FUNDAÇÃO ASSISTENCIAL VIÇOSENSE,cancelado
304913,78242559000115,FUNDAÇÃO BATAVO,cancelado
311499,27836329000143,FUNDAÇÃO BENEFICENTE RIO DOCE,cancelado
400521,66227489000147,FUNDAÇÃO CARATINGUENSE DE SAÚDE,cancelado
338273,83477901000104,FUNDAÇÃO CASAN - FUCAS,cancelado
369012,1204105000125,FUNDAÇÃO DE AMPARO SOCIAL DO HOSPITAL MOINHOS DE VENTO,cancelado
390372,6676977000100,FUNDAÇÃO DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO BEM S/A,cancelado
309362,469585000193,FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB,cancelado
384828,2291134000134,FUNDAÇÃO DE SAÚDE SOLIDÁRIA ,cancelado
345211,7222847000160,FUNDAÇÃO DR. ANTONIO DIAS MACÊDO,cancelado
339547,17178203000175,FUNDAÇÃO EDUCACIONAL LUCAS MACHADO,cancelado
313904,34268789000188,FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL - ELETROS,cancelado
374326,33122029000103,FUNDAÇÃO ENERSUL,cancelado
414361,31738040000169,FUNDAÇÃO ESCELSA DE SEGURIDADE SOCIAL - ESCELSOS,cancelado
300497,16539926000190,FUNDAÇÃO FORLUMINAS DE SEGURIDADE SOCIAL,cancelado
408514,20146064000102,FUNDAÇÃO GERALDO CORREA,cancelado
400441,88263686000154,FUNDAÇÃO HOSPITALAR EDUCACIONAL E SOCIAL DE PORTÃO,cancelado
40084,64486566000239,FUNDAÇÃO IGUATAMENSE PARA A SAÚDE E EDUCAÇÀO,cancelado
301221,40425332000132,FUNDAÇÃO INEPAR,cancelado
40071,33781055000135,FUNDAÇÃO OSWALDO CRUZ,cancelado
413399,47074851000142,FUNDAÇÃO PADRE ALBINO,cancelado
408069,7177769000129,FUNDAÇÃO PADRE IBIAPINA,cancelado
350257,48032700000194,FUNDAÇÃO PREFEITO FARIA LIMA- CEPAM,cancelado
353922,47415773000100,FUNDAÇÃO PROMON DE PREVIDÊNCIA SOCIAL,cancelado
406597,920528000189,FUNDAÇÃO RAUL CLEMENTE PEREIRA,cancelado
336165,65471914000186,FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL - SABESPREV,cancelado
415588,59107300000117,FUNDAÇÃO SALVADOR ARENA,cancelado
415405,5202699000196,FUNDAÇÃO SANTA CASA DE MISERICÓRDIA DE BELO HORIZONTE,cancelado
411850,345515000123,"FUNDAÇÃO SINTAF - SAÚDE DE ASSISTÊNCIA AOS SERVIDORES DO GRUPO TRIBUTAÇÃO, ARRECADAÇÃO E FISCALIZAÇÃO DA SECRETARIA DE ESTADO DA FAZENDA DO ",cancelado
370525,493916000120,FUNDAÇÃO SISTEL DE SEGURIDADE SOCIAL,cancelado
406953,81652737000190,FUNDAÇÃO SOKOLSKI NZ,cancelado
417246,11508880000128,FUNDAÇÃO USISAÚDE,cancelado
319147,56893209000186,FUNDAÇÃO WALDEMAR BARNSLEY PESSOA,cancelado
405175,2025491000150,FUNDO DE ASSISTENCIA A SAUDE - FAS,cancelado
413992,3203113000182,FUNDO DE ASSISTENCIA A SAUDE DOS CONTABILISTAS DO PARANA,cancelado
340065,62576327000163,FUPRESA S/A,cancelado
366455,23274194000119,FURNAS CENTRAIS ELÉTRICAS S.A.,cancelado
420204,23984844000110,G L PARTICIPAÇÕES E ADMINISTRAÇÃO DE BENS LTDA.,cancelado
411957,3356804000116,G.SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.,cancelado
423025,42809752000148,G1 ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
409197,29411345000110,GAMA ODONTO S/A.,cancelado
401021,65169997000153,GAMA ODONTOLOGIA INTEGRADA CIA LTDA,cancelado
35622,2741889000193,GARANTIA DE SAUDE OPER.PLA.SAUDE DO HOSP.ADVENTISTA DE BELÉM,cancelado
418579,4114802000183,GARCIA DOURADO ODONTOLOGIA LTDA,cancelado
371891,43434471000110,GARDEN GESTÃO DE ASSISTÊNCIA E REABILITAÇÃO DENTÁRIA LTDA,cancelado
33613,1772666000120,GAS PONTUAL LTDA,cancelado
403326,1868716000178,GBAM EMPRESARIAL ADM. DE SERVIÇOS MÉDICOS S/C LTDA,cancelado
407895,3025852000121,GEDEAM CAMPELO NUNES,cancelado
408751,1677991000104,GEEO QUALITY DENT GRUPO EMPRESARIAL E ODONTÓLIGOS LTDA.,cancelado
5649,33016254000157,GENERAL ACCIDENT CIA DE SEGUROS,cancelado
5908,33072307000157,GENERALI DO BRASIL CIA NACIONAL DE SEGS,cancelado
328774,94392016000130,GENTE CLUBE DE VIDA - PROMOÇÕES E SERVIÇOS SOCIEDADE SIMPLES LTDA.,cancelado
6793,90180605000102,GENTE SEGURADORA S/A,cancelado
403938,2453251000157,GEOVANE PEREIRA MENDONCA & CIA LTDA,cancelado
418544,14302787000150,GESTAF - ADMINISTRAÇÃO DE BENEFICIOS LTDA ME,cancelado
372811,2932060000178,GESTÃO PROPRIA DE SAUDE S/C LTDA,cancelado
419176,2991601000139,GESTÃO SAÚDE - COOPERATIVA  NACIONAL DAS COOPERATIVAS DE USUÁRIOS DE ASSISTÊNCIA MÉDICA,cancelado
417262,10897869000134,"GESTÃO SERVIÇOS DE INTERMEDIAÇÃO, AGENCIAMENTO E NEGÓCIOS LTDA",cancelado
309711,68059674000103,GEVISA S/A,cancelado
413097,1771949000158,GIGLIO & LEITE ODONTOLOGIA ESPECIALIZADA S/C LTDA.,cancelado
414786,4490850000176,GILLETTE DO BRASIL LTDA.,cancelado
414271,52618139000105,GL ELETRO-ELETRÔNICOS LTDA,cancelado
400459,2019772000109,GLAUCIO LUCIANO FERREIRA BAPTISTA,cancelado
40116,491736000100,GLOBAL ASSISTÊNCIA MÉDICA LTDA.,cancelado
420760,25085080000156,GLOBAL SORRISO ODONTOLOGIA LTDA.,cancelado
412848,4101252000168,GLOBAL UBERABA EMPREENDIMENTOS LTDA,cancelado
315737,46339347000164,GOI - GRUPO ODONTOLOGICO INTEGRADO,cancelado
404799,3035055000125,GOIÂNIA CARD LTDA,cancelado
6971,36155208000127,GOLDEN CROSS SEGURADORA S/A,cancelado
365921,2784310000170,GOLDEN LIFE SISTEMA DE SAÚDE LTDA,cancelado
401331,714539000102,GOLDEN SUL PLANOS DE SAÚDE LTDA-ME,cancelado
305995,65140725000120,GOOD LIFE SAUDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
404659,2788433000189,GOSPEL ASSESSORIA E CLINICAS ODONTOLOGICAS S/C LTDA,cancelado
